"Round ID","Tournament Name","Team One","Team Two"
2966,"Kadra B","KALITA","PIETRASZEK"
5456,"2014 Spingold SemiFinal B","Team Assael","Schwartz"
2314,"C European B.T.Ch. OPEN","NORWAY","CROATIA"
223,"Club Championships China 2006","Jin Ying","Zhong Jian"
92,"2007 NTU Cup","CCUB","BTU-V"
5302,"2010 USBC SF A","Nickell","Fleisher"
192,"USBF SENIOR TRIALS FINALS","MELTZER","ONSTOTT"
2699,"EC 2004 Croatia-Poland","Croatia","Poland"
3216,"2010 USBC Quarterfinal B","Diamond","Jacobs"
5790,"BBO4-2015WBTC-VC","FRANCE","ENGLAND"
911,"Science vs Nature Goulash","Nature (Dmitri)","Science (Zia)"
2840,"Verona Rosenblum 2006","CHAGAS","ICELAND"
1044,"Junior Camrose","England","Wales"
5730,"BBO2-2015WBTC-VC","FRANCE","USA2"
623,"VS 2012 Spingold Final","Monaco","Nickell"
2918,"ITALIAN OPEN TEAM CHAMPIONSHIPS 2012","ANGELINI","VINCI"
5284,"2014 USBC SF A","Nickell","Bramley"
3908,"BBO3-2015 WBTC-BB","FRANCE","ENGLAND"
4740,"Meltzer vs Orange","Orange","Meltzer"
4570,"Interclub Swiss Championship - A Serie - Final","Bergues I","Contact I"
4089,"52nd EBTC-BBO4","ROMANIA","SWEDEN"
3550,"1st World Youth Congress","Greece Blue","Japan-Czech"
4789,"Vilnius Cup 06","Your name?","STB"
147,"White House Juniors","Israel","Poland"
286,"2009 USWBC USA2 FINAL","Mancuso","Glasson"
5239,"2008 ABF National Open Teams Semi-Finals (A)","Robinson","Rosendorff"
1465,"Asean Bridge Club Championships","Djarum 1","Mitra Buana"
2577,"Indonesian National Open Team","Elektric I","West Java "
4479,"52nd EBTC-BBO4","SWEDEN","BULGARIA"
2965,"GOVERNOR CUP","NORTH SULAWESI","KOTA MATARAM"
255,"2007 Australian Seniors Playoffs Final","Haughie","Chadwick"
3022,"DongMing Knockout Teams Shanghai 2006","Lu Cheng","Guang Zhong"
4092,"41st WBTC-BBO7-DOSB","SCOTLAND","NETHERLANDS"
2546,"E European B_T_Ch_ OPEN","POLAND","SCOTLAND"
5416,"Gold Cup Semi B","Waterlow","Allfrey"
2188,"Sanchen Cup Beijing 2008","Shouchuang","Huayuan"
927,"2006 Camrose Weekend 1","Ireland","England"
5741,"41st WBTC-BBO2","ENGLAND","USA2"
3759,"WMSG BEIJING 2008","FRANCE","PAKISTAN"
1845,"ITALIAN CLUBS TEAMS CHAMPIONSHIPS 2013","C.LO TENNIS PALERMO","ALLEGRA"
2206,"PULA Bridge Festival OPEN TEAMS RR","Fredin","Totani"
5359,"Australian NOT SF - A","Horwitz","Milne"
1723,"13th NEC CUP Quarterfinal","MAHAFFEY-NPC","GELLER"
2180,"Modalfa Top 12","Team 1","Team 2"
2200,"Friendly Match France_Ita-ger","FRANCE","ITA-GER"
5792,"BBO2-2015WBTC-VC","FRANCE","ENGLAND"
1267,"Camrose 2008","CBAI","Scotland"
11,"BBO1-2nd Mind Sports Games","CANADA","MONACO"
3245,"2007 USBC","EKEBLAD","HARRIS"
895,"Eur Champ Pau","Bulgaria","Poland"
2963,"1st Cross Strait Invitational Taicang 2007","Jiu Jiu A","Qiao Yi Tang"
4085,"Sao Paulo 2009","ITALY","GERMANY"
4486,"Slava Cup 2013","Monaco","Israel"
3536,"E Venice Cup","England","USA 1"
30,"2013 USBC USA2 Final","Fleisher","Nickell"
5652,"2007 Yeh Bros Cup Invitation","New Zealand Plus","Canada"
2872,"International Festival Pula 05","Nico","Prim 8"
3509,"41st WBTC-BBO5-BB","EGYPT","ITALY"
3311,"52nd EBTC-BBO1","IRELAND","RUSSIA"
2523,"10thWYTC Match C","Australia","USA2"
2279,"EC 2004 Italy-Romania","Italy","Romania"
1189,"English Premier League","Irens","Dhondy"
1013,"2008 Yeh Bros Cup","Israel","Italy II"
867,"Polish Premier Leauge - FINAL","CONSUS Kalisz","ASKO TECH Warsaw"
3628,"BBO3-2016EBTC","RUSSIA","FRANCE"
2078,"Eur champ Pau","Serbia","Italy"
5085,"6th European Champions Cup","SYGNITY AZS PWR","EKO-AL"
4515,"Gov BI Cup","Bank BNI","Japan"
241,"German Open Teams 2006 - Final","Piekarek","Ludewig"
968,"2004 European Youth Bridge Team Champ.","NOR","DEN"
766,"WMSG BEIJING 2008","ENGLAND","ITALY"
4706,"NED-SWE at 't Onstein","Netherlands","Sweden"
172,"2013 Vanderbilt Final","Auken","van Prooijen"
310,"JP Morgan Inter-City Bridge Championship","Warsaw","Weide"
2334,"10thWYTC Match B","USA1","Chile"
4762,"Netherlands-Poland Youth @ 't Onstein","Netherlands","Poland"
1692,"White House 2005","M' Orange","Israel"
1697,"European Open Champ - Mixed Teams Qual - A","Serf","Fornaciari"
4826,"Indonesian National Games XVI","Gorontalo","DKI Jaya"
3059,"ITALIAN OPEN TEAMS CHAMPIONSHIPS 2010","FORNACIARI","LAVAZZA"
4278,"45th PABFC","Ind Bhineka","Ind National"
4327,"41st WBTC-BBO3-BB","CHINA","ITALY"
4755,"Final Topcircuit 't Onstein","Team 1","Team 2"
35,"Butler Pairs Ned - Pol @ t Onstein","NS","EW"
3084,"BKBT Teams","Italy","Kirilenko"
4887,"Sao Paulo 2009","USA 2","CHINA"
2879,"EUCB Bruges","Nijmegen","NTNU"
3729,"Sao Paulo 2009","CHINA","ARGENTINA"
2130,"D European Bridge Team Championships OPEN","Russia","Netherlands"
4406,"BBO2-2016EBTC","ITALY","NETHERLANDS"
740,"2006 USBC","EKEBLAD","JACOBS"
2026,"2014 Spingold QF B","Hamman","Team Assael"
1413,"6th EOBC-BBO5-Mixed Teams","BEIJING TRINERGY","GOTARD"
5642,"2007 Yeh Bros Cup Invitation","Shanghai SMEG","Beijing Capital"
3805,"13th European Champions' Cup","SCHALTZ ","BAMBERGER"
1601,"4th European Champions' Cup","BESIKTAS - TURKEY","BCAT - ITALY"
3984,"52nd EBTC-BBO1","BULGARIA","POLAND"
2554,"European Bridge Team Championships OPEN","Italy","Estonia"
1265,"Camrose 2009","EBU","Northern Ireland"
3045,"Selection Junior Pekin","Vinay","Malarme"
3396,"BBO4-2nd Mind Sports Games","BELGIUM","ENGLAND"
5280,"2015 Vanderbilt SFA","Diamond","Fleisher"
442,"USSBC2008 - FINAL ","ONSTOTT","MILNER"
611,"14th NEC CUP Final","CHINA Women","JAPAN Open"
3098,"Indonesian National Open Team","West Java","Bank Mandiri Dist X"
1663,"Yeh Bros Cup","England","USA Stansby"
5725,"2009 Wagar Final","Berkowitz","Quinn"
2069,"Eur Champ Pau","France","Belgium"
4531,"13th European Champions' Cup","ALLEGRA","BAREKET"
2303,"GHTD Cup China 2006","Zhejiang Jingfan","Gonghang Jinying"
152,"Gold Cup Final","Gillis","Stevens"
5412,"Gold Cup Semi B","Waterlow","Allfrey"
844,"Eur champ Pau","Germany","England"
1539,"Asean Bridge Club Championships","Palma Karya Mandiri","Bisma Semarang"
970,"2004 European Youth Bridge Team Champ.","HUN","NET"
5591,"Camrose Trophy 2005","NIreland","Scotland"
3545,"1st World Youth Congress","YILANKIRAN","NETH. BLUE"
1765,"A - 18th NEC CUP Quaterfinal","NEDUK","England"
65,"EUBC - Bruges","Warsaw I","Paris Sud"
2558,"European Bridge Team Championships OPEN","Ireland","Netherlands"
3278,"White House Juniors","England U25","Poland U20"
2434,"2009 USBC C Round of 16","Strul","Robinson"
2518,"White House Juniors","Spain","Czech Republic Red"
2070,"Eur champ Pau","England","Finland"
4155,"41st WBTC-BBO5-BB","INDONESIA","USA2"
4850,"China JPD Cup 2006","Pudong","Shanghai"
2822,"USBC2006","ONSTOTT","FOUT"
3978,"A - Bermuda Bowl 2011","USA 2","Brazil"
2538,"White House Juniors","Norway","Czech Republic"
2243,"D European Bridge Team Champ. OPEN","ITALY","IRELAND"
3037,"Tallinn festival teams","Finland","Gromov"
3862,"BBO1-2nd Mind Sports Games","MONACO","NORWAY"
3300,"White House Juniors","Norway","Netherlands I"
1403,"6th EOBC-BBO5-Mixed Teams","MIXEN NORWAY","FJORDS OF NORWAY"
5259,"2009 Vanderbilt A Semi","Nickell","Diamond"
2002,"2014 Spingold QF A ","Team Grue","Team Lavazza"
4922,"Finali Coppa Italia 2008","BC MI - D'AVOSSA","RE - FORNACIARI"
3392,"WMSG BEIJING 2008","ICELAND","POLAND"
5810,"PABF 2008 Final - Youth","China 1","New Zealand"
4014,"B - Bermuda Bowl 2011","Brazil","Netherlands"
4831,"Festival International Monaco 2008","STARSBRIDGE","LAVAZZA"
1709,"NTUCUP 2006 Quarter Final","NTOU","NCCU"
807,"2013 USBC Final","Fleisher","Kranyak"
3434,"BBO2-2nd Mind Sports Games","FRANCE","GERMANY"
1115,"Camrose","NIBU","England"
1674,"Polish Trials","KALITA","CICHOCKI"
5762,"Sao Paulo 2009","FRANCE","USA 2"
1843,"2008 Spingold Quarterfinal - 3_4","Weed npc","Sadek"
3490,"A - 18th NEC CUP Qualifying","Yer Bros","Fharon"
251,"White House Juniors","Norway","Poland"
4400,"BBO4 - Euro Team 2012","Sweden","Iceland"
3424,"6th EOBC-BBO4-Open Teams","ANNA","HAUGE"
5812,"WMSG BEIJING 2008  -  Under 28","Norway","Poland"
4422,"BBO3-2016EBTC","FRANCE","DENMARK"
731,"Bermuda Bowl 2007","USA 1 ","NORWAY"
666,"Hungarian Teams","Harangozo","Gamax"
5034,"CCBA Championships 2007","Pu Dong","Shanghai"
3465,"BBO6-2015WBTC-BB","POLAND","CHINA"
3970,"C - Bemruda Bowl 2011","Japan","Egypt"
1217,"Lady Milne 2009","Scotland","ROI"
1835,"1st World Youth Congress","Poland","Japan-Czech"
1139,"English Open Trials","Byrne","Simpson"
3882,"Sao Paulo 2009","EGYPT","SPAIN"
834,"Eur Women Champ Pau","France ","Norway"
5576,"2009 USBC B Semi Final","Welland","Robinson"
994,"2006 Yeh Bros Cup KO Round-2","Global Mix","Poland"
155,"12th Olympiads","Netherlands","Italy"
4917,"Venice Cup 2007","FRANCE","GERMANY"
625,"Final Dutch Teams Championships","Het Witte Huis","'t Onstein 2"
3473,"6th EOBC-BBO4-Open Teams","APOLLOSOYUZ","ISRMANY"
5260,"2009 USBC A Semi Final","Nickell","Fleisher"
3631,"BBO4-2016EBTC","SCOTLAND","WALES"
1941,"BBO5-2015WBTC-VC","DENMARK","FRANCE"
5519,"Champions' Cup 2013","REGGIO EMILIA ","K1 BULGARIA"
380,"2005 Gold Cup Final","Collins","de Botton"
5170,"BBO1-2nd Mind Sports Games","MONACO","SWEDEN"
4257,"Atlantic Grupa Bridge Cup -CLOSED RR","CROATIA2","ENGLAND"
4003,"1st World Youth Congress","NED GIRLS","NONAME"
5422,"Gold Cup Semi B","Waterlow","Allfrey"
2881,"1st Cross Strait Invitational Taicang 2007","Shen Jiu","Jin Mei"
588,"PABF 2008 Finals - Open","China","Otvosi"
2559,"Hong Kong Inter-City Section-B","GZ Orange Team","Buddies"
1379,"Camrose Trophy 2008(2)","Scotland","North Ire"
4185,"PABF 2008 Round Robin - Open RR18","Evertrust","Horwitz"
5633,"41st WBTC-BBO6","POLAND","USA2"
2375,"EUBC - Bruges","AGH Krakow 1","Polytech Paris"
2268,"Selection -28 Pekin","Robert","Volcker"
4306,"41st WBTC-BBO3-BB","USA1","ARGENTINA"
5217,"Venice Cup 2007","FRANCE","GERMANY"
2223,"National Club League 2006 Xian China ","Ping An Club","Huan Qiu Shi Bao"
4750,"English Camrose Trial","Byrne","Townsend"
341,"ITALIAN CLUB TEAMS CHAMPIONSHIPS 2012","REGGIO EMILIA","ALLEGRA"
1753,"BBO4-2015WBTC-SB","POLAND","ENGLAND"
4761,"Meltzer vs Orange","Orange","Meltzer"
5404,"A 2013 USBC Semi Finals","Fleisher","Spector"
840,"Eur champ Pau Open","Italy","Turkey"
439,"White House Champions' Cup 2008","BC Star","Parioli Angelini"
456,"EGYPT-CUP","El Ahly Club (A)","El Rabwa Club (A)"
1181,"Camrose 2009","Ireland","EBU"
1236,"Lederer 2005","Australia","Spring Fours"
4853,"Selection Seniors 2006","PIGANEAU","LEVY"
1880,"12WBO(1/4)_3_1","China","Japan"
3414,"E - Bermuda Bowl 2011","Pakistan","Sweden"
4496,"52nd EBTC-BBO3","ISRAEL","FRANCE"
2956,"Modalfa Top 12","Team 1","Team 2"
3619,"BBO3 - 51st European Team Championships","Poland","France"
423,"2007 SPINGOLD FINAL","NICKELL","GROMOV"
4360,"52nd EBTC-BBO1","ENGLAND","IRELAND"
2985,"White House Juniors","England U20","Croatia"
4115,"41st WBTC-BBO2-BB","JAPAN","NETHERLANDS"
4612,"SWISS OPEN CUP FINAL","DUROS","RIBITAS"
4299,"Sao Paulo 2009","USA 1","ITALY"
1610,"8th European Bridge Champions' Cup","NC DENMARK","BK S.T ERIK"
549,"Club Championships China 2006","Jin Ying","Zhong Jian"
4158,"A -  Bermuda Bowl 2011","USA 2","Bulgaria"
3598,"6th EOBC-BBO3-Open Teams","VITAS","ISRAEL EIDI"
2048,"2014 Spingold QF C","Schwartz","Meltzer"
4388,"BBO3 - Euro Teams 2012","Bulgaria","Russia"
3018,"International Festival Pula 05","Tesla","West"
865,"Eur champ Pau Open","France","Israel"
2488,"2014 USBC R16 B","Diamond","Hung"
5524,"2014 Spingold Semi-Final B","Team Assael","Schwartz"
4065,"41st WBTC-BBO5-BB","ITALY","AUSTRALIA"
25,"BBO2-2nd Mind Sports Games","FRANCE","NETHERLANDS"
2804,"GHTD Cup China 2006","Shanghai Qizhong","Nanfang Dianwang"
1375,"Camrose Trophy 2008(2)","CBAI","Wales"
482,"ROSENBLUM 2010","DIAMOND","NICKELL"
5028,"South American Junior Championship 2006","Argentina","Brasil"
1259,"Entrainement MULTICOMS*","Gaviard","Bessis"
5169,"A - Bermuda Bowl 2011","Italy","Netherlands"
1807,"BBO5-2nd Mind Sports Games","RUSSIA","IRELAND"
4064,"BBO4 - Euro Team 2012","Denmark","Wales"
5078,"2005 Vanderbilt","Schneider","Schwartz"
2404,"WMSG BEIJING 2008","POLAND","USA"
3304,"BBO4-2016EBTC","ESTONIA","FAROE ISLANDS"
4006,"White House Juniors","Italy","England U20"
2227,"PULA 2007 - Open Teams","JULS","Autbul"
84,"Italian Club Team Championships","Torino-Allegra","Angelini-TC Parioli"
2516,"4th World University Bridge Championship","Poland A","Norway A"
3690,"41st WBTC-BBO6-VC","POLAND","NETHERLANDS"
3478,"BBO4-2nd Mind Sports Games","NETHERLANDS","ISRAEL"
5303,"A - 10th European Champions Cup","G.S. Allegra","Karlsruher BSC"
3362,"BBO2-2016EBTC","NORWAY","ISRAEL"
5559,"B 2012 USBC Semifinal","Diamond","Lee"
1317,"3rd EUROPEAN OPEN CHAMPIONSHIPS MIXED TEAMS","RUSSIA","RIOLO"
2090,"Eur champ Pau","Czech Rep","Croatia"
5104,"CNBC","England","India"
3367,"41st WBTC-BBO1-BB","USA1","MONACO"
4250,"Bermuda Bowl Estoril 2005","SWEDEN","ARGENTINA"
3739,"BBO5 - 51st European Team Championships","France","Norway"
1082,"Entrainement FFB","Bessis","Gaviard"
5410,"2008 ABF National Open Teams Semi-Final (B)","Green","Rothfield"
5128,"Spingold Semi-Final","Kamil","Spector"
1920,"A - Bermuda Bowl 2011","China","Italy"
2936,"Norwegian Team Championship","Kristiansand BK","Bergen Akadem BK"
4328,"BBO6-2016EBTC","HUNGARY","SAN MARINO"
4349,"41st WBTC-BBO7-DOSB","INDONESIA","USA2"
2679,"D European B_T_Ch_ OPEN","LUXEMBOURG","ITALY"
555,"47 Winter Nationals Bridge  Championship-Chennai","Pankaj Kapadia","Trambak Rubber"
3372,"C Venice Cup","Germany","Netherlands"
3817,"BBO5-2nd Mind Sports Games","POLAND","NEW ZEALAND"
2050,"2014 USBC QF C","Gordon","Diamond"
2768,"FN Interclubs D1","BC Clichy 2","Iti du Bridge"
4353,"Bermuda Bowl 2007","NORWAY","USA 2"
5263,"Polish Premier League 2009 SF-A","PETRO","DWORAN"
686,"USBC Finals","Welland","Nickell"
106,"2008 Spingold Final 1_4","Gromov","Welland"
4707,"Netherlands-Poland at 't Onstein","Netherlands","Poland"
2675,"EBL Team Champs Malmoe 04","ENG","SWE"
5318,"2006USBC","NICKELL","JACOBS"
1219,"Camrose 2009","Northern Ireland","England"
5441,"A - 10th European Champions Cup","BC 't Onstein 1","Vito"
1873,"BBO4-2015WBTC-VC","ITALY","NETHERLANDS"
2395,"EUBC - Bruges","Krakow 2","Warsow 2"
1225,"Lady Milne 2009","Wales","CBAI"
1233,"Lederer 2008","England Juniors","England"
117,"Aoda Cup Shenyang 2008","Dong Qi 9","San YuTian"
485,"2010 Spingold Final","Diamond","Meltzer"
5062,"Sao Paulo 2009","BULGARIA","ITALY"
4150,"BBO2-2015WBTC-BB","CHINA","ENGLAND"
3150,"VI BERMUDA TRIANGLE TEAMS CUP","Kirilenko","Netherlands"
194,"Brazilian Championship","Branco","Aranha"
4357,"52nd EBTC-BBO5","CROATIA","ISRAEL"
2847,"A European B.T.Ch. OPEN","BULGARIA","NETHERLANDS"
4747,"Selection Francaise 1/4 finale","Mari","Dechelette"
950,"BBO1-14th World Youth Teams","NETHERLANDS","ISRAEL"
3681,"BBO4 - 51st European  Championships 2012","Poland","Bulgaria"
2526,"C European B.T.Ch. OPEN","IRELAND","HUNGARY"
2996,"Women Elite Tournament 2006 - B","Canada","China"
4188,"BBO2-2016EBTC","FINLAND","NORWAY"
2364,"A European B_T_Ch_ OPEN","TURKEY","GERMANY"
3958,"41st WBTC-BBO2-BB","CANADA","USA2"
2241,"Euro 2004 Day 4 Round 1","Latvia","Italy"
1951,"A - Bermuda Bowl 2011","China","Italy"
1630,"8th European Bridge Champions' Cup","BK S.T ERIK","NC DENMARK"
876,"Eur champ Pau","Portugal","France"
1137,"Camrose 2008","Ireland","England"
2728,"TGR's League","Scerri","de Botton"
511,"A World Mind Games 2011","USA","NETHERLANDS"
1853,"BBO3-2nd Mind Sports Games","ITALY","POLAND"
1711,"2007 Vanderbilt - Rd of 8 - 1st Qtr","O'Rourke","Meltzer"
4774,"Naturalists vs Scientists","Nature (Dmitri)","Science (Zia)"
2233,"French Junior Trial","De tessier","Gaviard"
4298,"BBO3-2015 WBTC-BB","SINGAPORE","USA2"
1825,"BBO2-2nd Mind Sports Games","NETHERLANDS","FRANCE"
4559,"BBO1 - Euro Team 2012","Denmark","Scotland"
1047,"15th NEC CUP  Qualifying","Lavazza","Bulgaria"
2983,"Fantoni Vacations - Greek Islands Festival","Antoniou","Vainikonis"
5289,"A Polish First Division final 1_2 OPEN","Sygnity","Spojnia"
1672,"Yeh Bros Cup","England","Netherlands"
5544,"Spingold Semi-Final","Monaco","Cayne"
2984,"festival international de monaco 2008","DOLLA","VIEGO"
1283,"Lady Milne Trial","Team 1","Team 2"
5608,"Eur champ Pau Seniors","England","Denmark"
938,"Indonesian National Championships","DKI Jakarta","West Java"
730,"Bermuda Bowl Estoril 2005","USA 1","ITALY"
356,"Champion's Cup","TC Parioli ITA","Computerland POL"
4136,"Bermuda Bowl 2007","NETHERLANDS","ITALY"
5351,"10thWYTC Match A","Poland","France"
5113,"2008 Gold Coast Congress Semi-Final Match 1","Marston","Rothfield"
3746,"Sao Paulo 2009","POLAND","USA 1"
1609,"Sao Paulo 2009","CHINA","BULGARIA"
854,"Eur champ Pau Open","Israel","Italy"
4964,"3rd Shenhua Cup Beijing 2007","He Wei Dong","Beijing Xinyuan"
2833,"C European B_T_Ch_ OPEN","HUNGARY","ITALY"
2430,"2013 Vanderbilt R16","Huang","Korbel"
4228,"41st WBTC-BBO2-BB","INDONESIA","BAHRAIN"
4605,"2006 European Team Championships","NETHERLANDS","FRANCE"
245,"CNBC","India","Derofe Australia"
1888,"BBO1-2015WBTC-BB","CHINA","USA2"
410,"WMSG BEIJING 2008","ITALY","ENGLAND"
1271,"Vilnius Cup 2007","Juste","Ewa"
4500,"52nd EBTC-BBO4","FRANCE","NETHERLANDS"
4945,"BKBT Teams","Gladysh","Vorobei"
342,"Final Dutch Teams Championships","'t Onstein 2","Het Witte Huis"
3400,"BBO2-2015WBTC-BB","BULGARIA","DENMARK"
3881,"B - Bermuda Bowl 2011","USA 1","Israel"
2527,"EBL Team Champs Malmoe 04","BEL","FRA"
1061,"Division Nationale open","BESSIS","CHEMLA"
1950,"BBO6-2015WBTC-BB","CHINA","USA2"
5651,"2007 Yeh Bros Cup Invitation","India","China SMEG"
1584,"2005 US Women's Bridge Championship","Sprung","Quinn"
4302,"BBO1-2016EBTC","ICELAND","FRANCE"
4768,"A 45th PULA Bridge Festival TEAMS OPEN","ELIZA","JALOWKA"
5782,"White House Top 16","Germany","Russia"
772,"United States Bridge Championship ","Ekeblad","Welland"
1827,"Bermuda Bowl Estoril 2005","USA 1","BRAZIL"
2603,"Balkan Teams","Romania 1","Slovenia"
529,"Spingold Final Carmichael v Ekeblad","Carmichael","Ekeblad"
1396,"6th EOBC-BBO2-Mixed Teams","K4","CAPRERA"
3596,"BBO2 _ 51st European Team Championships","Bulgaria","Israel"
2140,"10thWYTC Match C","USA1","Canada"
4830,"13th NEC CUP  Semifinal","MAHAFFEY-NPC","THE LATIN"
2226,"INDONESIA QUAL MULTIEVENT","WEST JAVA","WEST BORNEO"
3727,"52nd EBTC-BBO1","ROMANIA","POLAND"
3251,"2007 USBC","O'ROURKE","SCHWARTZ"
2914,"TROFEO CHALLENGER CITTA' DI ROMA","LOY","FIGB 2"
3953,"PABF 2008 Round Robin - Open RR13","Australia","New Zealand 2"
1195,"NEC CUP","Netherlands","Israel"
4906,"Venice Cup Estoril 2005","FRANCE","USA 1"
5708,"Sao Paulo 2009","USA 1","CHINA"
2450,"2009 VANDERBILT","O'Rourke","Lynch"
5702,"2008 Spring Womens Final","Scudder","Neale"
5528,"11th European Champions Cup","MONACO","ITALY - Allegra"
1295,"Lederer 2008","Gold Cup","Holders"
2651,"A European B_T_Ch_ OPEN","BELARUS","NETHERLANDS"
931,"Indonesian National Championships","North Celebes","DKI Jakarta"
548,"China JPD Cup 2006","Zhongjian","Shanghai"
1482,"Asean Bridge Club Championships","Palma Karya Mandiri","Geologi Timah"
2994,"ITALIAN OPEN TEAM CHAMPIONSHIPS 2012","UGGERI","ANGELINI"
948,"BBO1-14th World Youth Teams","NETHERLANDS","ISRAEL"
5534,"2008 USWBC - SF2","Moss","Miner"
3971,"Sao Paulo 2009","GERMANY","NETHERLANDS"
1800,"6th EOBC-BBO4-Open Teams","APOLLOSOYUZ","MAZURKIEWICZ"
2204,"FN Interclubs D1","Zimmermann","Allix"
3955,"13th European Champions' Cup","BK Lavek Smile","Titan"
609,"ITALY CUP MEN 2009","ANGELINI - BOVE","BC. MI. - D'AVOSSA"
3234,"2010 USBC QF C","Weinstein","Welland"
322,"2009 CNTC Flight A Final","Carruthers","L"Ecuyer"
3985,"E - Venice Cup 2011","Germany","France"
2501,"2010 USBC R16C","Milner","Harris"
2709,"EC 2004 Netherlands-France(women)","Netherlands","France"
788,"1995 Bermuda Bowl","USA","Canada"
2212,"CUP SLAVA -2008","Team 1","Team 2"
3832,"52nd EBTC-BBO4","RUSSIA","DENMARK"
3936,"BBO5 - Euro Teams 2012","Germany","France"
2482,"2014 USBC R16 B","Sherman npc","Koneru"
3246,"TGR's Super League","de Botton","Dhondy"
4110,"BBO6-2016EBTC","HUNGARY","BULGARIA"
5545,"Spingold Onstott v Carmichael 2","Onstott","Carmichael"
4325,"Sao Paulo 2009","BULGARIA","NETHERLANDS"
3312,"A- Bermuda Bowl 2011","South Africa","The Netherlands"
2954,"VI BERMUDA TRIANGLE TEAMS CUP","KOWALSKI","LAZY"
1257,"Norwegian Teams Ch.ship","Flekkefjord BK","Studentenes BK"
2669,"GHTD Cup China 2006","Nanfang Dianwang","Gonghang Jinying"
2547,"D European B_T_Ch_ OPEN","NORWAY","BELGIUM"
796,"English Open Teams Trials Final","Simpson","Hackett"
1683,"2007 NTU Cup","NTOU","FJU"
4365,"BBO1-2016EBTC","SWEDEN","FRANCE"
2120,"10thWYTC Match C","Hungary","Israel"
620,"2011 Spingold Final","Monaco","Nickell"
4403,"BBO3-2016EBTC","WALES","MONACO"
5443,"B 2012 USBC Semifinal","Diamond","Lee"
4900,"6th European Champions Cup","TC PARIOLI","BAMBERGER"
5571,"2014 USBC SF A ","Fleisher","Diamond"
3587,"WMSG BEIJING 2008","ITALY","IRELAND"
2037,"2008 USSBC - QF - 4 v 5","ONSTOTT","DEMARTINO"
233,"WMSG BEIJING 2008","ITALY","ENGLAND"
4042,"F - Senior Bowl 2011","USA 1","India"
5687,"XVII Indonesian National Games - Tarakan","West Java","North Celebes"
5471,"1st World Youth Congress","Neth. Red","Japan-Czech"
622,"2012 USBC Final","Nickell","Diamond"
1417,"6th EOBC-BBO4-Mixed Teams","SCHALTZ","GROSS"
1834,"Gov BI Cup","Turkey","Australia"
4982,"BBO3-2nd Mind Sports Games","POLAND","IRELAND"
4017,"BBO1 - Euro Team 2012","Denmark","Romania"
957,"2004 European Youth Bridge Team Champ.","FRA","DEN"
1229,"Lady Milne ","England","Northern Ireland"
1823,"Sao Paulo 2009","ENGLAND","EGYPT"
4036,"BBO5-2nd Mind Sports Games","NETHERLANDS","INDIA"
5357,"2009 Vanderbilt A Semi","Nickell","Diamond"
4198,"41st WBTC-BBO1-BB","NETHERLANDS","ITALY"
778,"Gabrial UI Bastaman Cup II","Bhineka Garuda","Syahbas Gabrial UI"
210,"Open Interprovincial Final","Wellington","Canterbury"
3031,"GOVERNOR CUP","NORTH SULAWESI","INDONESIA POWER 1"
929,"2006 Camrose Weekend 1","Ireland","England"
4428,"BBO1-2016EBTC","FRANCE","NORWAY"
4031,"BBO3 - Euro Teams 2012","Switserland","Russia"
4540,"13th European Champions' Cup","BAMBERGER","ZALESKI"
4249,"Bermuda Bowl 2007","JAPAN","POLAND"
4544,"52nd EBTC-BBO1","MONACO","ENGLAND"
4676,"SWISS CHAMPIONSHIO FINAL","4 TREFLES 1","NYON 1"
5257,"1st World Youth Congress","ITALY RED","USA BLUE"
3972,"BBO1-2nd Mind Sports Games","ISRAEL","MONACO"
4113,"Sao Paulo 2009","BULGARIA","ARGENTINA"
4219,"BBO1-2016EBTC","FRANCE","ISRAEL"
449,"PABF 2008 Final - Open","China","Otvosi"
526,"European  Teams cup ","I","DK"
4698,"Friendly Match","FRANCE","POLAND"
1670,"Yeh Bros Cup","England","Global"
3261,"International Festival Pula 05","Tesla","Batman"
5796,"BBO2-2015WBTC-VC","FRANCE","ENGLAND"
3960,"BBO1-2015WBTC-BB","AUSTRALIA","INDIA"
400,"China JPD Cup 2006","Zhongjian","Shanghai"
4834,"ITALY CUP MEN 2009","ANGELINI - BOVE","VAL MAGRA - PATANE'"
2216,"White House Juniors 2009 ","Israel U25","Israel U20"
86,"24th CACBF Zonal Cha'ships","Guadeloupe","Trinidad & Tobago"
991,"2007 Yeh Bros Cup Invitation","USA 2","China SMEG"
5627,"41st WBTC-BBO1","FRANCE","GERMANY"
1763,"2008 VANDERBILT-Quarterfinal - Tm 4 vs Tm 5","Katz","Rubin"
2591,"Sanchen Cup Beijing 2008","Jinrongjia","Beidike"
4444,"BBO1-2016EBTC","GERMANY","NORWAY"
4883,"Finali Coppa Italia 2008","BC MI - D'AVOSSA","RE - FORNACIARI"
3050,"Fantoni Vacations - Greek Islands Festival","Antoniou","Martens"
1392,"6th EOBC - Mixed Teams","ROSSARD","NEVE"
5711,"BBO1-2015WBTC-VC","FRANCE","USA2"
3383,"Bermuda Bowl 2007","ITALIA","Poland"
490,"ITALY CUP 2011","VINCI","BRENO BRIDGE"
933,"Indonesian National championships","East Java","South Sumatera"
5163,"41st WBTC-BBO3","USA2","GERMANY"
