"Board ID","Round ID","Dealer","Vulnerability","Team One IMPs","Team Two IMPs"
55604,3730,3",N",-13,13
78529,5195,3",O",-1,1
40010,2673,3",E",-13,13
65983,4363,1",N",7,-7
30692,2084,4",B",-6,6
59414,3968,1",B",-1,1
67317,4441,1",N",-1,1
43959,2926,3",B",-2,2
26870,1846,2",B",-1,1
9413,626,1",N",-6,6
48007,3224,2",E",-7,7
65256,4319,2",B",-3,3
7270,483,1",E",-2,2
29715,2027,2",B",-1,1
42440,2824,4",B",-3,3
60999,4065,4",O",-1,1
59952,4001,3",O",12,-12
47404,3185,4",N",-1,1
14319,939,3",E",-1,1
72881,4819,1",E",16,-16
16013,1049,1",B",-5,5
42036,2798,1",O",-14,14
47593,3197,4",E",6,-6
1402,88,2",O",-1,1
5892,390,4",O",-1,1
27138,1863,1",E",11,-11
67834,4473,4",E",12,-12
47378,3183,2",B",7,-7
61104,4072,1",E",-1,1
72319,4779,3",B",-18,18
8869,589,2",N",14,-14
48534,3259,3",O",4,-4
14672,961,3",O",-1,1
76674,5072,4",B",-1,1
86260,5720,1",O",-3,3
30760,2087,4",N",13,-13
39589,2648,3",B",-13,13
6455,426,2",N",8,-8
63268,4203,4",N",-11,11
13441,881,4",N",-12,12
76211,5040,2",N",-1,1
50070,3366,2",E",-9,9
32875,2213,2",B",-11,11
21726,1474,2",B",-12,12
43162,2868,4",N",-1,1
54969,3688,4",O",-7,7
81846,5423,1",O",12,-12
14488,951,3",E",-8,8
51939,3490,2",B",-5,5
20190,1348,2",B",14,-14
64238,4262,4",N",-3,3
22671,1546,4",N",7,-7
27840,1907,1",E",-2,2
76425,5056,1",O",-4,4
32019,2155,3",N",-3,3
30495,2074,3",B",2,-2
72362,4783,2",E",13,-13
74,4,1",O",-6,6
16111,1057,3",O",-3,3
32708,2199,3",O",2,-2
55675,3734,4",O",8,-8
65527,4336,1",B",-1,1
65914,4359,4",O",-2,2
26849,1844,1",N",19,-19
19940,1329,3",E",6,-6
79911,5291,4",B",-1,1
56561,3785,2",N",7,-7
641,40,4",N",-2,2
36965,2479,3",B",-14,14
47963,3221,4",N",-1,1
74039,4897,4",N",-1,1
18659,1236,4",E",7,-7
87122,5772,3",O",-1,1
83692,5545,3",O",-3,3
73899,4888,4",E",6,-6
62994,4186,2",N",2,-2
60532,4037,1",B",-6,6
42630,2836,3",O",-2,2
17863,1181,4",O",12,-12
68568,4517,4",O",-12,12
3020,199,4",B",-1,1
22547,1536,4",N",5,-5
77940,5157,2",B",-1,1
85428,5662,2",O",-8,8
22872,1562,3",O",-7,7
2277,149,2",N",-1,1
27490,1885,3",N",-1,1
38917,2608,3",O",-11,11
5704,377,2",E",1,-1
33017,2222,2",E",-14,14
11410,761,3",O",-2,2
3388,223,1",B",-1,1
84247,5581,3",O",3,-3
6038,400,1",E",3,-3
27423,1881,3",O",11,-11
27188,1866,3",N",-1,1
73058,4830,2",O",6,-6
74639,4937,2",O",8,-8
38304,2560,3",O",-1,1
68751,4531,1",N",6,-6
64818,4293,2",N",-14,14
76539,5064,1",E",-1,1
73088,4833,3",N",-1,1
34768,2339,2",E",-1,1
63502,4217,2",O",-2,2
67299,4440,3",B",-1,1
62190,4137,2",N",-13,13
82849,5490,2",O",-13,13
46516,3119,4",N",2,-2
13491,884,2",O",-11,11
32746,2201,1",N",-1,1
62923,4182,1",E",-9,9
32357,2174,1",E",-1,1
61287,4083,4",E",-3,3
15091,982,2",O",-1,1
61724,4110,3",O",-1,1
67126,4430,2",B",-1,1
23934,1637,1",B",2,-2
81511,5398,2",E",14,-14
17314,1144,4",E",4,-4
59564,3977,3",E",13,-13
19298,1280,2",O",-2,2
82962,5497,4",O",-1,1
68157,4492,1",B",17,-17
69010,4548,4",N",-9,9
82194,5447,3",E",2,-2
16348,1077,4",N",2,-2
74754,4946,3",B",13,-13
58882,3934,3",B",4,-4
23244,1591,3",B",-12,12
46319,3100,4",O",-3,3
44056,2932,4",O",2,-2
60606,4041,3",B",-4,4
48554,3261,3",O",-6,6
24141,1650,3",B",6,-6
63076,4191,4",B",7,-7
65341,4325,3",N",3,-3
28768,1965,3",O",-1,1
33039,2223,4",N",-13,13
41868,2789,1",O",-1,1
27455,1883,3",O",-1,1
48475,3256,1",N",-10,10
21494,1453,2",N",12,-12
46962,3150,3",E",14,-14
87935,5824,2",N",7,-7
76188,5039,3",N",-1,1
8185,543,3",B",-1,1
27244,1869,3",B",-1,1
40815,2716,3",B",-2,2
83737,5547,4",O",13,-13
57024,3816,3",E",6,-6
22204,1506,2",B",-16,16
64397,4270,1",O",9,-9
52159,3504,4",E",12,-12
79524,5266,1",E",-10,10
84148,5574,3",E",4,-4
76677,5072,3",B",4,-4
11295,753,3",B",-1,1
6501,430,4",O",3,-3
65380,4327,2",O",2,-2
17560,1160,1",N",-4,4
56942,3811,3",O",12,-12
87665,5807,2",B",-1,1
483,30,1",E",3,-3
11622,775,1",B",-12,12
82563,5471,3",E",11,-11
36198,2430,3",O",-12,12
1320,82,2",N",-1,1
39314,2632,4",N",12,-12
49238,3311,3",B",-1,1
30866,2093,2",B",13,-13
80467,5329,4",N",-3,3
84012,5565,1",B",-1,1
69862,4608,4",N",-7,7
24998,1725,3",O",-12,12
23910,1635,4",O",-1,1
82783,5486,1",E",-12,12
52264,3511,3",O",5,-5
45620,3052,1",O",-8,8
48022,3225,2",E",2,-2
17555,1160,4",B",-14,14
57017,3816,4",N",12,-12
73758,4879,3",O",-1,1
37104,2488,3",N",7,-7
77173,5106,1",E",-1,1
8350,554,4",O",11,-11
6036,400,3",O",-4,4
26180,1803,2",B",7,-7
34493,2324,1",E",8,-8
39143,2620,1",E",-1,1
47684,3203,3",N",-1,1
76093,5033,2",B",13,-13
28818,1968,1",E",-15,15
66770,4408,4",N",-2,2
62314,4145,4",N",-1,1
7841,521,4",N",6,-6
69323,4568,1",B",13,-13
2750,182,3",O",-1,1
27756,1901,1",N",-1,1
72330,4780,2",O",7,-7
53253,3576,2",N",-1,1
82652,5477,3",B",7,-7
4704,311,2",E",-1,1
17530,1159,3",O",2,-2
4194,279,2",O",-1,1
27727,1900,4",N",-1,1
47492,3190,3",B",-1,1
14920,973,3",E",3,-3
51592,3467,4",E",-4,4
31382,2119,4",N",-1,1
36073,2421,4",O",11,-11
70931,4681,2",E",-2,2
76872,5084,2",E",-4,4
11724,783,4",O",-1,1
52260,3510,3",O",3,-3
58624,3918,1",N",-5,5
7288,484,1",E",2,-2
48649,3267,2",N",12,-12
38539,2576,2",B",9,-9
54517,3660,2",B",8,-8
1815,117,1",N",6,-6
26137,1800,3",N",-12,12
8698,577,1",B",15,-15
1477,94,1",B",2,-2
18044,1194,4",O",-1,1
28532,1950,3",N",-11,11
7651,508,4",O",11,-11
62224,4139,4",B",4,-4
11908,795,4",E",10,-10
35128,2362,2",N",-1,1
80590,5337,4",E",-1,1
10227,680,1",O",3,-3
22933,1568,4",N",11,-11
76741,5077,3",O",-8,8
8204,545,2",B",-1,1
27530,1887,3",B",8,-8
70321,4638,4",E",13,-13
19481,1294,3",N",8,-8
70022,4619,4",N",12,-12
45040,3005,4",B",13,-13
17322,1144,4",O",5,-5
4007,265,4",N",-6,6
24653,1703,4",N",-4,4
42653,2837,2",B",11,-11
84383,5590,1",E",-11,11
7501,498,4",B",-1,1
379,23,2",N",-1,1
44810,2989,3",B",-1,1
22477,1530,2",B",-13,13
64761,4290,1",E",3,-3
46129,3088,4",B",7,-7
9315,620,4",B",7,-7
83273,5518,2",E",-1,1
87213,5778,2",B",2,-2
5422,360,1",N",-1,1
11559,770,1",O",-4,4
69611,4588,2",O",4,-4
38867,2603,3",B",7,-7
81416,5391,2",O",11,-11
15810,1034,3",N",-7,7
38072,2547,4",O",-8,8
53342,3582,3",N",-11,11
75237,4979,3",B",3,-3
35236,2369,2",B",-3,3
40567,2704,3",O",-1,1
57285,3833,4",E",9,-9
73352,4851,3",N",-13,13
32474,2182,3",N",-6,6
36229,2432,4",N",-11,11
67697,4463,1",N",15,-15
78587,5198,1",N",-5,5
15273,994,4",B",-4,4
15799,1033,2",O",-6,6
35595,2391,3",O",-8,8
59252,3958,3",E",-10,10
61110,4072,3",E",-11,11
87054,5767,3",B",-10,10
8925,593,2",B",-2,2
29067,1983,3",E",3,-3
57767,3864,1",B",-2,2
72656,4802,4",O",-2,2
29904,2039,1",B",-1,1
3559,234,4",E",18,-18
13909,907,4",N",7,-7
47916,3218,3",O",3,-3
64662,4284,2",O",-2,2
82294,5454,1",B",13,-13
80068,5302,2",N",-11,11
5182,344,2",O",-1,1
78523,5194,1",O",6,-6
48050,3227,3",B",11,-11
51578,3466,2",O",-1,1
43686,2908,2",B",1,-1
56055,3758,2",E",7,-7
73563,4865,4",E",-2,2
76430,5056,2",E",13,-13
54889,3683,4",N",-12,12
41243,2743,3",B",-19,19
62415,4151,1",E",-1,1
6057,401,4",E",10,-10
61699,4108,2",N",13,-13
55247,3707,4",B",-2,2
73267,4845,4",O",-15,15
53672,3604,1",O",9,-9
351,21,2",E",-9,9
65563,4338,1",O",15,-15
76805,5080,3",B",-1,1
76774,5079,4",N",1,-1
16200,1063,1",O",-14,14
23632,1617,3",E",-2,2
32906,2214,1",N",-1,1
78870,5216,4",B",2,-2
15264,994,3",O",-1,1
76624,5069,2",O",-13,13
54042,3628,3",E",-11,11
6374,421,1",O",-8,8
1825,118,3",N",-4,4
25382,1751,2",N",-11,11
41984,2795,1",E",-6,6
15664,1024,1",B",-1,1
47529,3193,3",N",6,-6
52543,3528,2",E",13,-13
24524,1687,3",B",5,-5
1071,66,2",B",-3,3
16359,1078,3",B",2,-2
43215,2871,1",O",-1,1
87155,5774,2",E",-2,2
87832,5818,1",B",-1,1
69184,4558,2",N",-3,3
69453,4576,3",E",-1,1
56140,3763,3",E",3,-3
4204,280,3",O",5,-5
48517,3258,2",O",-1,1
10871,723,3",E",-6,6
42549,2831,2",B",2,-2
54113,3632,2",E",-4,4
17326,1145,2",B",-9,9
53803,3612,2",E",-1,1
61479,4095,4",N",7,-7
17528,1158,1",N",-1,1
27712,1899,1",E",-1,1
59341,3964,4",N",3,-3
19534,1298,3",N",8,-8
29999,2046,1",N",-1,1
81572,5402,2",N",-1,1
87785,5815,2",O",2,-2
85498,5668,2",N",-1,1
31337,2116,1",N",-1,1
68514,4514,4",B",-1,1
80819,5352,3",N",-1,1
64849,4295,1",O",-5,5
66211,4376,1",O",-5,5
87006,5764,3",B",2,-2
30211,2060,1",N",10,-10
52404,3520,1",E",-1,1
70804,4672,1",B",12,-12
34467,2321,1",O",7,-7
37283,2499,1",N",4,-4
246,15,1",B",-11,11
31166,2108,2",B",-3,3
82303,5454,2",E",-1,1
75644,5004,2",O",-2,2
71014,4687,3",N",-11,11
87826,5818,3",O",5,-5
35843,2406,4",O",-6,6
86545,5738,2",O",12,-12
31377,2119,3",B",6,-6
80120,5306,2",B",-4,4
63288,4204,4",E",-3,3
3981,263,2",O",-6,6
5792,384,4",N",-1,1
16590,1094,2",E",2,-2
22923,1567,2",N",-1,1
29684,2025,2",B",-1,1
62283,4143,1",E",-4,4
68558,4517,2",B",-4,4
51777,3479,1",O",-1,1
86092,5710,1",E",-1,1
27035,1856,2",N",-10,10
28577,1953,4",N",-2,2
67060,4426,4",N",-2,2
36521,2451,2",E",-13,13
3248,214,2",B",9,-9
10957,729,3",B",-7,7
16052,1052,2",O",-13,13
71580,4725,4",N",-13,13
77652,5139,2",N",2,-2
5473,364,4",N",-8,8
58720,3924,1",N",5,-5
60062,4009,3",O",-3,3
6881,456,4",N",-3,3
37889,2536,3",O",-6,6
58897,3935,2",N",8,-8
73284,4846,1",E",-1,1
6979,462,4",B",8,-8
82139,5443,1",N",7,-7
78238,5178,4",N",14,-14
84770,5614,4",E",-1,1
83817,5552,2",E",-7,7
42706,2840,3",O",5,-5
41381,2753,1",N",-1,1
74495,4925,1",E",-1,1
13570,888,1",B",-17,17
67560,4456,4",O",1,-1
83832,5553,1",N",-7,7
35186,2365,4",B",-10,10
4728,313,2",E",-6,6
16212,1064,1",B",-1,1
64182,4258,2",O",3,-3
74422,4920,4",B",-18,18
4695,311,1",B",-7,7
26266,1808,2",N",-1,1
30220,2060,2",O",-3,3
8542,566,1",N",-1,1
10027,667,1",N",6,-6
16333,1075,3",O",7,-7
26429,1819,1",E",4,-4
15758,1030,3",E",13,-13
56440,3779,1",O",-2,2
13537,886,4",O",-18,18
18851,1248,2",E",-3,3
24625,1700,2",O",-2,2
64988,4303,4",O",-7,7
72341,4781,1",O",12,-12
39016,2614,2",N",-1,1
50673,3406,3",B",16,-16
33796,2279,4",N",13,-13
58329,3900,4",O",-1,1
81638,5406,2",E",12,-12
75032,4965,3",N",-1,1
64820,4293,4",O",3,-3
66036,4366,2",E",-12,12
30515,2075,3",B",-13,13
62180,4137,4",N",13,-13
9604,640,4",O",-2,2
69576,4585,3",E",1,-1
12755,846,2",O",-1,1
64640,4283,4",E",-3,3
85606,5679,3",B",2,-2
19585,1301,4",N",2,-2
53304,3579,1",N",-14,14
87467,5794,4",O",-3,3
87704,5810,1",B",-11,11
72608,4799,4",O",-1,1
60661,4045,2",B",4,-4
48675,3269,2",E",4,-4
36737,2465,1",O",-9,9
63104,4193,4",N",-16,16
44638,2976,3",O",7,-7
26330,1812,4",O",-1,1
27268,1871,3",N",7,-7
46865,3143,2",N",13,-13
27874,1909,3",N",11,-11
9849,656,1",E",-2,2
5895,391,3",E",-7,7
83070,5505,2",O",-12,12
24455,1680,4",N",-1,1
15860,1037,3",B",4,-4
64322,4266,2",B",-5,5
73619,4868,4",O",-1,1
15899,1040,3",E",-2,2
79455,5261,4",E",2,-2
85143,5639,1",E",-1,1
54689,3671,4",N",-1,1
76517,5062,3",B",12,-12
54144,3634,1",N",-8,8
46772,3136,1",O",9,-9
44938,2998,1",N",-1,1
57601,3853,2",O",-12,12
59447,3970,2",O",-12,12
79868,5289,3",O",8,-8
46586,3124,4",E",7,-7
63851,4238,3",E",-4,4
18888,1251,3",N",-2,2
24993,1724,2",B",7,-7
10220,680,2",B",-8,8
55186,3703,3",B",13,-13
84422,5591,4",B",-13,13
54134,3634,3",N",-14,14
23807,1628,2",N",7,-7
77638,5138,4",O",-1,1
44053,2932,1",O",-1,1
41701,2779,2",N",-1,1
45087,3008,3",E",-1,1
38484,2573,3",O",-10,10
85920,5699,1",B",13,-13
74926,4958,3",O",-11,11
18227,1206,1",B",-13,13
43915,2924,3",O",2,-2
66622,4399,4",N",2,-2
21437,1449,3",N",-14,14
13769,898,4",E",-1,1
28598,1954,1",B",9,-9
26864,1845,4",O",-1,1
80087,5304,3",N",9,-9
22716,1550,1",E",12,-12
30443,2072,3",O",-1,1
44205,2943,3",O",5,-5
85566,5676,3",E",-2,2
5175,344,3",O",6,-6
41962,2794,3",O",5,-5
4178,278,2",O",-5,5
62028,4128,3",N",-1,1
86678,5747,1",E",14,-14
14263,935,3",E",-1,1
32854,2211,1",B",-1,1
63824,4236,4",O",9,-9
29667,2024,1",E",-1,1
75710,5008,2",N",2,-2
48815,3282,3",E",14,-14
2728,180,4",N",20,-20
32897,2214,4",E",5,-5
37581,2519,3",E",7,-7
20504,1367,4",O",-7,7
64642,4283,2",O",14,-14
21450,1450,2",O",-1,1
18171,1202,1",N",-1,1
59327,3963,2",B",-17,17
83289,5519,2",E",-2,2
13454,882,1",O",4,-4
67475,4451,3",E",13,-13
20936,1398,4",O",-14,14
50926,3423,4",E",8,-8
20633,1375,1",N",-12,12
11239,749,4",N",3,-3
63806,4235,2",N",-6,6
77036,5096,4",N",4,-4
16085,1055,3",N",12,-12
51810,3481,2",N",3,-3
71154,4695,1",B",7,-7
70659,4661,4",O",6,-6
87038,5766,3",B",-9,9
39025,2615,3",O",14,-14
4900,325,3",N",-1,1
73440,4856,3",B",-1,1
80121,5306,3",N",-4,4
17333,1145,1",O",-1,1
44955,2999,2",E",3,-3
70892,4679,1",B",-3,3
67352,4443,4",O",-2,2
25292,1745,3",B",-2,2
30112,2053,2",O",-12,12
38631,2581,4",O",-1,1
77989,5161,3",N",3,-3
53203,3573,2",O",-1,1
5958,394,2",N",4,-4
64009,4248,1",E",-18,18
47297,3177,1",N",-11,11
40333,2691,2",O",13,-13
59470,3971,1",N",-3,3
19557,1300,4",B",-2,2
66446,4389,4",O",12,-12
55169,3702,2",N",12,-12
60917,4060,2",E",-2,2
79501,5264,2",O",7,-7
9666,643,2",E",-1,1
25131,1735,2",O",-1,1
54074,3630,3",E",6,-6
77077,5099,1",O",14,-14
19181,1272,4",E",5,-5
41854,2788,3",O",-7,7
24159,1652,1",E",-1,1
48986,3293,3",B",2,-2
66941,4418,3",O",-1,1
58845,3932,2",O",8,-8
71920,4749,2",B",-18,18
9669,644,1",N",15,-15
75477,4993,3",N",11,-11
73843,4884,4",O",-1,1
29821,2034,2",B",11,-11
35961,2414,1",O",6,-6
66975,4420,1",E",-1,1
32592,2189,1",N",-1,1
50692,3407,2",E",5,-5
16264,1069,1",E",-9,9
8392,557,2",O",-7,7
68455,4510,1",O",-3,3
14100,923,2",O",9,-9
84156,5575,1",B",-6,6
35310,2374,2",B",-3,3
497,31,1",B",-1,1
45656,3055,1",N",-13,13
8562,568,3",E",-1,1
81840,5422,3",N",6,-6
78445,5191,3",O",9,-9
35506,2385,4",E",-1,1
4097,271,2",B",-1,1
36418,2444,1",B",3,-3
31984,2153,4",B",-3,3
60578,4040,3",O",-4,4
1602,104,4",N",-2,2
56592,3787,1",E",3,-3
16603,1095,3",B",9,-9
51944,3490,3",E",3,-3
9414,626,2",E",3,-3
78968,5223,3",E",6,-6
83961,5562,4",N",-1,1
9898,659,2",B",-2,2
62397,4150,3",O",11,-11
8105,538,1",B",-2,2
66524,4393,2",E",-1,1
43903,2923,3",N",18,-18
76298,5047,3",E",9,-9
67445,4449,1",O",2,-2
85358,5655,4",N",-2,2
18635,1234,1",O",-3,3
61049,4068,2",E",-1,1
60748,4050,3",E",-1,1
84243,5581,3",B",-1,1
2449,161,1",B",-10,10
70127,4626,3",N",-2,2
3143,207,3",N",-2,2
19336,1283,4",N",1,-1
20784,1385,4",E",-12,12
32465,2181,2",N",-9,9
41999,2796,4",O",8,-8
86930,5760,3",O",-1,1
31498,2126,2",N",8,-8
50602,3401,2",E",-2,2
66952,4418,2",N",6,-6
48433,3253,3",O",-12,12
47058,3157,1",B",-4,4
2562,169,3",O",-1,1
54928,3686,3",N",7,-7
41901,2791,2",O",10,-10
73317,4848,4",E",8,-8
58389,3904,2",E",-1,1
56005,3755,2",N",3,-3
71602,4726,2",B",-15,15
23982,1640,3",E",7,-7
24754,1708,1",O",-3,3
8109,538,1",O",-11,11
28011,1917,1",O",-3,3
68854,4538,4",N",8,-8
69113,4554,3",N",5,-5
71935,4750,1",E",11,-11
28492,1947,2",N",11,-11
77443,5126,4",E",8,-8
43753,2912,3",E",-1,1
54163,3636,4",N",-2,2
39459,2640,1",E",14,-14
47505,3191,1",O",2,-2
27090,1860,1",E",-1,1
36039,2419,4",B",4,-4
53199,3573,2",B",4,-4
41132,2735,4",N",13,-13
17665,1167,2",O",13,-13
7168,476,3",O",-7,7
10313,686,3",B",-1,1
4699,311,1",O",-1,1
48437,3253,3",N",-4,4
21486,1453,2",B",-6,6
19262,1277,1",E",-1,1
62287,4143,1",B",-12,12
39889,2666,2",B",-6,6
54434,3654,1",N",-1,1
30891,2094,3",E",-1,1
74240,4910,3",O",-12,12
41531,2765,4",O",-8,8
57647,3856,2",N",-1,1
44525,2965,1",O",-12,12
78099,5169,1",B",-1,1
1462,93,2",O",-7,7
11480,765,1",O",10,-10
1309,82,3",O",2,-2
16038,1051,4",N",-15,15
2774,183,3",E",-13,13
62461,4154,3",O",-9,9
7638,508,3",O",-12,12
20578,1372,2",O",-12,12
31062,2102,2",B",4,-4
11585,773,4",N",-7,7
5552,369,4",N",3,-3
4603,305,1",E",-1,1
86388,5728,1",O",7,-7
70299,4636,4",N",-11,11
603,37,2",E",-8,8
61767,4112,2",N",11,-11
40421,2696,4",N",14,-14
85796,5691,1",O",-1,1
3394,223,3",B",-1,1
82768,5485,3",N",3,-3
48372,3249,4",E",-14,14
513,32,1",B",2,-2
47166,3167,2",B",13,-13
68956,4546,2",B",-1,1
77718,5143,4",O",2,-2
72386,4785,4",E",8,-8
37573,2519,3",O",3,-3
56472,3781,1",E",-6,6
82669,5478,3",B",-1,1
58287,3898,2",B",-1,1
70396,4643,3",B",7,-7
74376,4917,2",N",-1,1
10777,716,1",N",-2,2
8145,541,1",O",3,-3
41363,2752,1",E",-7,7
44392,2956,2",B",-10,10
54972,3689,3",O",6,-6
72800,4814,4",N",8,-8
75835,5015,3",E",-1,1
17812,1178,1",O",18,-18
86086,5709,3",B",-1,1
73715,4875,1",B",6,-6
78127,5171,1",E",-11,11
789,46,4",E",-1,1
56263,3770,4",O",-3,3
85381,5658,1",O",2,-2
32479,2182,4",B",1,-1
7395,491,1",O",7,-7
37479,2511,3",N",16,-16
4923,326,2",O",-1,1
956,58,3",E",11,-11
29301,1998,2",O",11,-11
38746,2592,2",O",-1,1
27241,1869,4",B",5,-5
32029,2155,1",N",7,-7
2394,157,2",N",-1,1
22421,1526,2",B",-1,1
51236,3443,4",B",12,-12
19128,1267,3",B",2,-2
19271,1278,4",B",-6,6
30905,2095,1",E",-1,1
87650,5806,3",N",-9,9
14893,972,4",N",4,-4
27574,1890,3",E",-1,1
69214,4560,4",B",10,-10
53751,3609,2",E",-14,14
45064,3007,4",N",-7,7
56716,3795,1",O",5,-5
65810,4353,4",O",10,-10
70086,4623,4",B",-3,3
35187,2365,1",O",15,-15
11081,737,3",E",12,-12
9115,606,2",O",2,-2
81545,5400,1",N",-1,1
86894,5757,3",B",7,-7
61446,4093,3",N",3,-3
41412,2755,2",N",8,-8
52154,3504,3",O",-1,1
20214,1349,2",N",-9,9
45668,3056,1",E",-2,2
19990,1333,3",E",-12,12
59622,3981,1",E",3,-3
76444,5058,2",B",13,-13
38142,2551,2",B",8,-8
77699,5142,1",O",9,-9
9495,632,2",B",-1,1
47881,3215,1",N",-12,12
2589,170,4",O",8,-8
78619,5200,1",N",-14,14
26887,1847,1",E",-1,1
63805,4235,1",O",-11,11
64370,4269,2",B",-2,2
22513,1533,2",B",7,-7
69362,4570,4",O",-1,1
47609,3198,3",N",6,-6
69915,4611,1",E",4,-4
28862,1970,1",N",-4,4
58377,3904,2",B",-1,1
35718,2398,2",N",-1,1
44150,2939,4",E",-1,1
46711,3132,1",B",13,-13
76021,5028,2",O",13,-13
25996,1790,3",B",-1,1
423,26,2",O",-1,1
42287,2814,4",O",-2,2
6694,443,1",B",-1,1
26775,1839,3",B",12,-12
66730,4405,4",B",-1,1
64121,4254,1",O",-8,8
75798,5013,2",B",-13,13
922,55,1",N",-12,12
6464,427,3",N",7,-7
49361,3320,2",B",-6,6
64097,4253,1",B",-1,1
18120,1199,2",N",8,-8
51027,3430,3",O",11,-11
64162,4256,2",E",-1,1
87661,5806,2",E",-1,1
19693,1310,4",E",2,-2
46018,3080,1",B",6,-6
29260,1996,2",E",8,-8
57348,3837,3",N",-8,8
53440,3589,1",O",12,-12
3186,210,4",E",-9,9
23147,1585,2",N",-3,3
54743,3674,2",B",-12,12
58072,3884,1",E",2,-2
5916,393,4",N",-1,1
62830,4176,4",E",-5,5
86266,5721,3",O",-1,1
45852,3068,3",B",-1,1
68082,4487,4",O",5,-5
72879,4819,3",O",-5,5
65268,4320,2",N",-7,7
42703,2839,4",O",6,-6
13525,886,4",N",-10,10
75050,4966,1",N",-8,8
72654,4802,2",N",12,-12
5574,370,2",O",1,-1
39566,2647,4",E",-13,13
75766,5011,2",B",-6,6
31346,2117,2",B",13,-13
43191,2869,1",O",7,-7
79639,5273,3",E",-1,1
9804,652,4",O",9,-9
75851,5016,3",B",-1,1
67789,4470,1",B",4,-4
57469,3844,2",N",12,-12
34032,2293,4",N",17,-17
74193,4906,2",N",9,-9
1432,91,4",N",-1,1
84941,5626,3",E",4,-4
34118,2300,2",N",-11,11
83743,5548,2",B",2,-2
1533,99,2",O",-1,1
20358,1358,2",N",11,-11
23102,1582,1",N",-1,1
38548,2576,3",B",-1,1
13325,876,4",N",-1,1
55602,3730,1",E",-1,1
62065,4130,4",B",7,-7
70962,4684,3",O",-3,3
19493,1295,3",B",-1,1
18686,1238,1",B",16,-16
13801,900,4",N",-1,1
72991,4825,3",O",-1,1
4117,273,2",B",-1,1
10166,676,4",O",-9,9
13250,872,1",B",-16,16
1959,126,1",O",-6,6
53538,3596,1",E",-14,14
58929,3937,2",N",-2,2
897,54,4",N",8,-8
25141,1736,4",N",11,-11
73375,4852,2",N",4,-4
30714,2085,2",N",13,-13
66011,4365,1",B",4,-4
64749,4289,1",O",-9,9
51536,3463,2",O",-1,1
3846,254,3",E",2,-2
17742,1173,1",N",-8,8
726,43,1",B",14,-14
10884,724,2",O",9,-9
63914,4242,2",B",4,-4
77111,5101,3",B",2,-2
79020,5228,3",O",-1,1
18397,1218,3",O",11,-11
16540,1091,4",O",-12,12
78349,5185,3",O",-2,2
46707,3132,1",E",11,-11
27973,1915,2",B",-1,1
22943,1570,4",B",13,-13
77743,5145,1",B",5,-5
59600,3979,3",B",14,-14
47689,3203,4",B",-14,14
46496,3116,4",E",-3,3
14362,941,2",E",13,-13
15725,1028,2",B",-8,8
12518,834,1",B",-2,2
61580,4101,3",E",12,-12
21278,1433,2",N",-2,2
29126,1988,3",N",-8,8
75654,5005,4",N",-1,1
7224,480,3",O",11,-11
86464,5733,1",B",-14,14
8250,548,4",N",-1,1
15521,1014,4",B",9,-9
40588,2705,4",E",6,-6
50464,3392,4",O",6,-6
8620,572,1",E",-1,1
1037,63,4",B",12,-12
22607,1541,4",N",-2,2
46526,3120,4",N",-13,13
73925,4889,2",E",-1,1
23514,1609,3",B",-8,8
62199,4138,3",N",-7,7
70596,4657,3",N",11,-11
81881,5426,4",O",8,-8
72740,4809,2",O",-6,6
87274,5782,1",B",-14,14
29396,2004,4",O",2,-2
33470,2254,1",O",-8,8
66358,4384,4",N",-1,1
35026,2357,4",B",4,-4
44640,2976,1",E",-5,5
31010,2100,2",O",2,-2
42673,2838,2",B",-1,1
32065,2157,1",O",-4,4
29372,2003,1",E",-13,13
1673,108,4",B",-3,3
20018,1335,4",E",-14,14
40674,2709,2",N",10,-10
86454,5732,3",B",-14,14
69543,4582,2",N",-4,4
16283,1070,2",E",-1,1
57527,3848,4",O",-3,3
5668,375,2",N",-1,1
5783,383,3",E",-12,12
10862,722,2",E",2,-2
13409,880,4",E",12,-12
40648,2708,4",E",-1,1
74389,4918,3",E",17,-17
40744,2713,4",N",-1,1
31455,2124,3",O",-1,1
18652,1235,3",O",6,-6
58293,3898,4",B",-1,1
28770,1965,1",E",-9,9
29,1,4",O",-1,1
6537,432,2",O",-6,6
16985,1120,1",N",17,-17
63562,4220,2",E",-1,1
74296,4913,1",O",-7,7
80729,5346,1",E",12,-12
39371,2635,1",E",-11,11
40049,2675,2",O",-3,3
52653,3536,2",B",-1,1
22140,1502,4",B",-1,1
57634,3855,1",O",-1,1
27328,1875,3",O",2,-2
70610,4658,1",E",-1,1
58978,3940,3",B",2,-2
79463,5261,4",O",-2,2
12463,831,2",O",11,-11
21867,1484,3",N",-11,11
35798,2403,2",N",-11,11
4220,281,1",E",-6,6
36141,2426,4",E",-1,1
51891,3486,4",B",-6,6
60849,4056,2",E",-14,14
62884,4179,2",N",10,-10
3227,212,1",E",-1,1
58468,3909,1",B",-15,15
62267,4142,1",E",-7,7
22687,1547,4",E",7,-7
80970,5362,4",E",13,-13
16270,1069,3",E",-1,1
6749,447,2",B",-7,7
62802,4174,4",B",13,-13
78583,5198,1",O",-1,1
3790,250,4",O",3,-3
